# Millis,estlat,estlon,nextwaypoint,bearing,distance,heading
14950,39.6020580,-104.9295890,2,-64.50,16.499,-8.300
15000,39.6020600,-104.9295900,2,-65.20,16.358,-8.400
15050,39.6020620,-104.9295900,2,-65.90,16.227,-8.900
15100,39.6020640,-104.9295900,2,-66.60,16.097,-7.300
15150,39.6020660,-104.9295910,2,-67.40,15.981,-6.900
15200,39.6020680,-104.9295910,2,-68.10,15.872,-5.100
15250,39.6020700,-104.9295910,2,-68.80,15.771,-4.900
15300,39.6020720,-104.9295920,2,-69.50,15.676,-3.100
15350,39.6020740,-104.9295920,2,-70.30,15.589,-2.900
15400,39.6020760,-104.9295920,2,-71.00,15.506,-1.000
15450,39.6020780,-104.9295920,2,-71.80,15.436,-0.900
15500,39.6020800,-104.9295920,2,-72.50,15.369,1.400
15550,39.6020820,-104.9295920,2,-73.20,15.315,1.600
15600,39.6020840,-104.9295920,2,-74.00,15.263,3.800
15650,39.6020850,-104.9295920,2,-74.70,15.223,4.200
15700,39.6020870,-104.9295910,2,-75.50,15.186,5.800
15750,39.6020890,-104.9295910,2,-76.20,15.158,5.800
15800,39.6020910,-104.9295910,2,-76.90,15.133,8.900
15850,39.6020920,-104.9295910,2,-77.60,15.121,9.000
15900,39.6020940,-104.9295900,2,-78.30,15.112,11.700
15950,39.6020960,-104.9295900,2,-78.90,15.113,11.800
16000,39.6020970,-104.9295890,2,-79.60,15.116,14.100
16050,39.6020990,-104.9295890,2,-80.30,15.129,14.200
16100,39.6021000,-104.9295880,2,-80.90,15.145,16.300
16150,39.6021020,-104.9295880,2,-81.60,15.167,16.500
16200,39.6021030,-104.9295870,2,-82.20,15.192,17.600
16250,39.6021040,-104.9295870,2,-82.80,15.223,18.100
16300,39.6021060,-104.9295860,2,-83.40,15.255,18.900
